,Alue,Osoite,Hinta,Koko,Vuosi,Talotyyppi,Sauna,Parveke,Katu
241,Härmälänranta,Niilo Härmälän katu 13 A 21,212100.0,54.0,2021.0,Kerrostalo,False,False,Niilo
242,Multisilta,Multisillankatu 9 A,62000.0,56.0,1978.0,Kerrostalo,False,False,Multisillankatu
243,Tammela,Peltokatu 25-27,229000.0,60.0,1970.0,Kerrostalo,False,False,Peltokatu
244,Ranta-Tampella,Ranta-Tampellan katu 21 A5,303000.0,57.0,2021.0,Kerrostalo,True,False,Ranta-Tampellan
245,Ranta-Tampella,Ranta-Tampellan katu 21 A24,273000.0,44.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
246,Hervanta,Insinöörinkatu 58,136000.0,60.0,1995.0,Kerrostalo,False,False,Insinöörinkatu
247,Kaleva,Tursonkatu 1 A,207000.0,52.0,2012.0,Kerrostalo,False,False,Tursonkatu
248,Tammela,Yliopistonkatu 50,273000.0,48.5,2016.0,Kerrostalo,False,False,Yliopistonkatu
249,Multisilta,Perkkoonkatu 1 B,139000.0,38.5,2020.0,Kerrostalo,False,False,Perkkoonkatu
250,Leinola,Valjakonkatu 1,125000.0,44.0,2005.0,Kerrostalo,False,False,Valjakonkatu
251,Vuores,Tervaskatu 4 B,127458.0,32.0,2021.0,Kerrostalo,False,False,Tervaskatu
252,Niemenranta,Federleynkatu 14,188000.0,47.0,2018.0,Luhtitalo,False,False,Federleynkatu
253,Härmälänranta,Vihurinkatu 11 A,193000.0,43.5,2017.0,Kerrostalo,False,False,Vihurinkatu
254,Amuri,Sotkankatu 18 A,209000.0,59.5,1939.0,Kerrostalo,False,False,Sotkankatu
255,Härmälänranta,Niilo Härmälän katu 13 A 16,210900.0,52.5,2021.0,Kerrostalo,True,False,Niilo
256,Janka,Elonpolku 6,139000.0,42.0,2004.0,Kerrostalo,False,False,Elonpolku
257,Tammela,Välimaankatu 7,195000.0,50.7,1932.0,Kerrostalo,False,False,Välimaankatu
258,Tesoma,Käräjätörmä 2 L,88700.0,54.5,1969.0,Kerrostalo,False,False,Käräjätörmä
259,Keskusta,Itsenäisyydenkatu 3,319000.0,54.0,2019.0,Kerrostalo,False,False,Itsenäisyydenkatu
260,Peltolammi,Pähkinäkuja 4,79000.0,54.5,1968.0,Kerrostalo,False,False,Pähkinäkuja
261,Pyynikki,Mariankatu 31,205000.0,50.5,1958.0,Kerrostalo,False,False,Mariankatu
262,Kalkku,Kalkun viertotie 5,86000.0,50.0,1947.0,Kerrostalo,False,False,Kalkun
263,Tahmela,Suuruspäänkatu 15,268000.0,59.5,1986.0,Kerrostalo,False,False,Suuruspäänkatu
264,Pyynikki,Pyynikintori 2,319000.0,69.0,1928.0,Kerrostalo,False,False,Pyynikintori
265,Amuri,Näsijärvenkatu 13 B,245000.0,49.0,1990.0,Kerrostalo,False,False,Näsijärvenkatu
266,Keskusta,Näsilinnankatu 46,219000.0,55.0,2006.0,Kerrostalo,False,False,Näsilinnankatu
267,Pyynikki,Pyhäranta 4 B 61,221480.0,56.0,2020.0,Kerrostalo,False,False,Pyhäranta
268,Ranta-Tampella,Koelaitoksenkatu 4 A 59,307900.0,54.0,2020.0,Kerrostalo,True,False,Koelaitoksenkatu
269,Niemenranta,Federleynkatu 8 A 31,179100.0,40.5,2020.0,Kerrostalo,False,False,Federleynkatu
270,Kalkku,Kalkun viertotie 1,94000.0,64.0,1975.0,Kerrostalo,False,False,Kalkun
271,Lukonmäki,Pirjonkaivonkatu 3,129000.0,61.5,1989.0,Luhtitalo,False,False,Pirjonkaivonkatu
272,Tammela,Pinninkatu 25,209000.0,64.5,1958.0,Kerrostalo,False,False,Pinninkatu
273,Härmälänranta,Niilo Härmälän katu 13 A 17,199100.0,50.5,2021.0,Kerrostalo,False,False,Niilo
274,Ranta-Tampella,Ranta-Tampellan katu 12 A 26,381400.0,60.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
275,Keskusta,Hämeenpuisto 33,210000.0,51.5,1956.0,Kerrostalo,False,False,Hämeenpuisto
276,Niemenranta,Matilda Niemen katu 4,189500.0,53.5,2017.0,Kerrostalo,False,False,Matilda
277,Hervanta,Tutkijankatu 2 A,164000.0,40.5,2013.0,Kerrostalo,False,False,Tutkijankatu
278,Annala,Alasenkatu 5,108000.0,60.5,1976.0,Kerrostalo,False,False,Alasenkatu
279,Kaleva,Pellervonkatu 22,165000.0,50.0,1965.0,Kerrostalo,False,False,Pellervonkatu
280,Järvensivu,Järvensivuntie 59,169900.0,55.0,1989.0,Luhtitalo,False,False,Järvensivuntie
281,Härmälänranta,Niilo Härmälän katu 13 A 02,187200.0,46.0,2021.0,Kerrostalo,True,False,Niilo
282,Kaukajärvi,Puustellinkatu 3,102000.0,50.5,1967.0,Kerrostalo,False,False,Puustellinkatu
283,Ristimäki,Kohmankaari 18,96000.0,50.5,1967.0,Kerrostalo,False,False,Kohmankaari
284,Keskusta,Aleksanterinkatu 22,259000.0,61.0,1936.0,Kerrostalo,False,False,Aleksanterinkatu
285,Muotiala,Ruopionkatu 10,218000.0,53.0,2015.0,Kerrostalo,False,False,Ruopionkatu
286,Pyynikki,Ammattikoulunkatu 13,246000.0,57.0,1921.0,Kerrostalo,False,False,Ammattikoulunkatu
287,Haukiluoma,Tyvikatu 5,119000.0,38.0,1989.0,Kerrostalo,False,False,Tyvikatu
288,Pyynikki,Pyynikintie 39,239000.0,62.5,1989.0,Kerrostalo,True,False,Pyynikintie
289,Hervanta,Tieteenkatu 12,183000.0,48.5,2013.0,Kerrostalo,False,False,Tieteenkatu
290,Rahola,Tuularinkatu 4,89000.0,50.6,1964.0,Kerrostalo,False,False,Tuularinkatu
291,Atala,Riihuhdankatu 17,149000.0,60.0,1988.0,Rivitalo,False,False,Riihuhdankatu
292,Kaleva,Sarvijaakonkatu 41,234900.0,43.5,2017.0,Kerrostalo,False,False,Sarvijaakonkatu
293,Villilä,Teeri-Villilänkatu 1,174000.0,64.0,2011.0,Rivitalo,True,False,Teeri-Villilänkatu
294,Ranta-Tampella,Tampellan esplanadi 19 A 30,308330.0,44.0,2020.0,Kerrostalo,False,False,Tampellan
295,Ranta-Tampella,Tampellan esplanadi 19 A 23,303000.0,43.5,2020.0,Kerrostalo,False,False,Tampellan
296,Keskusta,Kansikatu 8 B 108,189690.0,38.0,2020.0,Kerrostalo,False,False,Kansikatu
297,Hervanta,Tieteenkatu 12,206000.0,53.5,2013.0,Kerrostalo,True,True,Tieteenkatu
298,Keskusta,Puutarhakatu 20,355000.0,55.0,2018.0,Kerrostalo,True,False,Puutarhakatu
299,Muotiala,Huringinkatu 2 B 32,209000.0,56.5,2006.0,Kerrostalo,True,False,Huringinkatu
300,Maisansalo,Koljonseläntie 7,32000.0,53.0,1975.0,Luhtitalo,False,False,Koljonseläntie
301,Epilä,Pispalan valtatie 143 D,124000.0,56.0,1967.0,Kerrostalo,False,False,Pispalan
302,Lentävänniemi,Männistönkatu 3 A,219900.0,56.0,2019.0,Kerrostalo,True,False,Männistönkatu
303,Linnainmaa,Hannulanpolku 8,148000.0,34.0,2018.0,Kerrostalo,False,False,Hannulanpolku
304,Palokallio,Ketunleivänkatu 7,127000.0,59.5,1992.0,Kerrostalo,True,False,Ketunleivänkatu
305,Korkinmäki,Oraskuja 2,124000.0,40.5,1996.0,Rivitalo,False,False,Oraskuja
306,Hervanta,Orivedenkatu 16,89000.0,58.5,1974.0,Kerrostalo,False,False,Orivedenkatu
307,Lamminpää,Lintuviidankatu 1 a B 53,150000.0,43.5,2018.0,Kerrostalo,False,False,Lintuviidankatu
308,Janka,Lastaajankatu 4,144000.0,51.0,1994.0,Kerrostalo,False,False,Lastaajankatu
309,Amuri,Satakunnankatu 63,229000.0,67.0,1941.0,Kerrostalo,False,False,Satakunnankatu
310,Ryydynpohja,Kukkolankatu 23 B,164000.0,64.0,1976.0,Rivitalo,False,False,Kukkolankatu
311,Hervanta,Insinöörinkatu 47,115000.0,46.0,2001.0,Kerrostalo,False,False,Insinöörinkatu
312,Pyynikki,F.E. Sillanpään katu 2,285000.0,59.5,2010.0,Kerrostalo,False,False,F.E.
313,Annala,Suopellonkatu 5,127000.0,48.0,1991.0,Rivitalo,True,False,Suopellonkatu
314,Hatanpää,Hatanpään Puistokuja 27 B100,199000.0,38.5,2019.0,Kerrostalo,False,False,Hatanpään
315,Haukiluoma,Runkokatu 17,129000.0,63.0,1986.0,Rivitalo,False,False,Runkokatu
316,Härmälänranta,Niilo Härmälän katu 13 A 37,223900.0,53.5,2021.0,Kerrostalo,True,False,Niilo
317,Ratina,Ratinankatu 8,224000.0,45.5,2011.0,Kerrostalo,False,False,Ratinankatu
318,Hervanta,Opiskelijankatu 38 B,75000.0,48.0,1977.0,Kerrostalo,False,False,Opiskelijankatu
319,Järvensivu,Turjankatu 6-8,159000.0,56.0,1962.0,Kerrostalo,False,True,Turjankatu
320,Pyynikki,Pirkankatu 16 A 43,305000.0,42.5,2020.0,Kerrostalo,True,False,Pirkankatu
321,Pyynikki,Pirkankatu 16 B 47,419000.0,52.0,2020.0,Kerrostalo,False,False,Pirkankatu
322,Pyynikki,Pirkankatu 16 B 50,325000.0,43.5,2020.0,Kerrostalo,False,False,Pirkankatu
323,Pyynikki,Pirkankatu 16,395000.0,48.0,2020.0,Kerrostalo,True,False,Pirkankatu
324,Pyynikki,Pirkankatu 16 B 49,418000.0,56.5,2020.0,Kerrostalo,False,False,Pirkankatu
325,Pyynikki,Ammattikoulunkatu 10,162000.0,39.0,1924.0,Kerrostalo,False,False,Ammattikoulunkatu
326,Kaukajärvi,Solkikatu 12,138000.0,47.5,2007.0,Kerrostalo,False,False,Solkikatu
327,Santalahti,Rantatie 27 A34,227000.0,48.0,2021.0,Kerrostalo,True,False,Rantatie
328,Santalahti,Rantatie 27 A33,215000.0,41.5,2021.0,Kerrostalo,False,False,Rantatie
329,Santalahti,Rantatie 27 A31,189000.0,39.5,2021.0,Kerrostalo,False,False,Rantatie
330,Santalahti,Rantatie 27 A30,194000.0,33.0,2021.0,Kerrostalo,False,False,Rantatie
331,Santalahti,Rantatie 27 A29,191000.0,33.0,2021.0,Kerrostalo,False,False,Rantatie
332,Santalahti,Rantatie 27 A25,203000.0,42.0,2021.0,Kerrostalo,False,False,Rantatie
333,Santalahti,Rantatie 27 A23,175000.0,39.5,2021.0,Kerrostalo,False,False,Rantatie
334,Santalahti,Rantatie 27 A21,181000.0,33.0,2021.0,Kerrostalo,False,False,Rantatie
335,Santalahti,Rantatie 27 A18,212000.0,48.0,2021.0,Kerrostalo,True,False,Rantatie
336,Santalahti,Rantatie 27 A17,199000.0,42.0,2021.0,Kerrostalo,False,False,Rantatie
337,Santalahti,Rantatie 27 A14,175000.0,33.0,2021.0,Kerrostalo,False,False,Rantatie
338,Santalahti,Rantatie 27 A13,175000.0,33.0,2021.0,Kerrostalo,False,False,Rantatie
339,Keskusta,Satakunnankatu 9,175000.0,44.5,1946.0,Kerrostalo,False,False,Satakunnankatu
340,Santalahti,Rantatie 27 A10,208000.0,48.0,2021.0,Kerrostalo,True,False,Rantatie
341,Santalahti,Rantatie 27 A9,195000.0,42.0,2021.0,Kerrostalo,False,False,Rantatie
342,Santalahti,Rantatie 27 A6,169000.0,33.0,2021.0,Kerrostalo,False,False,Rantatie
343,Santalahti,Rantatie 27 A7,169000.0,33.0,2021.0,Kerrostalo,False,False,Rantatie
344,Santalahti,Rantatie 27 A2,185000.0,45.5,2021.0,Kerrostalo,False,False,Rantatie
345,Santalahti,Rantatie 27 A3,199000.0,48.0,2021.0,Kerrostalo,True,False,Rantatie
346,Pispala,Erämiehenkatu 12,130000.0,34.0,1930.0,Rivitalo,False,False,Erämiehenkatu
347,Ranta-Tampella,Ranta-Tampellan katu 21 A47,263000.0,47.5,2021.0,Kerrostalo,False,False,Ranta-Tampellan
348,Ranta-Tampella,Ranta-Tampellan katu 21 A46,295000.0,54.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
349,Ranta-Tampella,Ranta-Tampellan katu 21 A50,305000.0,54.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
350,Ranta-Tampella,Ranta-Tampellan katu 21 A43,253000.0,47.5,2021.0,Kerrostalo,False,False,Ranta-Tampellan
351,Ranta-Tampella,Ranta-Tampellan katu 21 A38,243000.0,47.5,2021.0,Kerrostalo,False,False,Ranta-Tampellan
352,Ranta-Tampella,Ranta-Tampellan katu 21 A33,233000.0,47.5,2021.0,Kerrostalo,False,False,Ranta-Tampellan
353,Ranta-Tampella,Ranta-Tampellan katu 21 A28,223000.0,47.5,2021.0,Kerrostalo,False,False,Ranta-Tampellan
354,Ranta-Tampella,Ranta-Tampellan katu 21 A32,269000.0,54.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
355,Ranta-Tampella,Ranta-Tampellan katu 21 A37,277000.0,54.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
356,Ranta-Tampella,Ranta-Tampellan katu 21 A42,285000.0,54.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
357,Ranta-Tampella,Ranta-Tampellan katu 21 A27,256000.0,54.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
358,Ranta-Tampella,Ranta-Tampellan katu 21 A10,239000.0,45.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
359,Ranta-Tampella,Ranta-Tampellan katu 21 A13,200000.0,47.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
360,Ranta-Tampella,Ranta-Tampellan katu 21 A22,210000.0,47.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
361,Ranta-Tampella,Ranta-Tampellan katu 21 A18,318000.0,57.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
362,Ranta-Tampella,Ranta-Tampellan katu 21 A19,250000.0,45.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
363,Ranta-Tampella,Ranta-Tampellan katu 21 A6,227000.0,38.0,2021.0,Kerrostalo,True,False,Ranta-Tampellan
364,Ranta-Tampella,Ranta-Tampellan katu 21 A15,232000.0,38.0,2021.0,Kerrostalo,True,False,Ranta-Tampellan
365,Ranta-Tampella,Ranta-Tampellan katu 21 A23,280000.0,48.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
366,Ranta-Tampella,Ranta-Tampellan katu 21 A14,315000.0,57.0,2021.0,Kerrostalo,True,False,Ranta-Tampellan
367,Ranta-Tampella,Ranta-Tampellan katu 21 A9,308000.0,57.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
368,Ranta-Tampella,Ranta-Tampellan katu 21 A4,240000.0,48.5,2021.0,Kerrostalo,False,False,Ranta-Tampellan
369,Ranta-Tampella,Ranta-Tampellan katu 21 A21,208000.0,48.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
370,Ranta-Tampella,Ranta-Tampellan katu 21 A12,203000.0,48.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
371,Ranta-Tampella,Ranta-Tampellan katu 21 A17,228000.0,36.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
372,Ranta-Tampella,Ranta-Tampellan katu 21 A25,233000.0,36.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
373,Ranta-Tampella,Ranta-Tampellan katu 21 A3,200000.0,36.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
374,Ranta-Tampella,Ranta-Tampellan katu 21 A8,223000.0,36.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
375,Ranta-Tampella,Ranta-Tampellan katu 21 A11,250000.0,52.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
376,Ranta-Tampella,Ranta-Tampellan katu 21 A2,238000.0,44.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
377,Ranta-Tampella,Ranta-Tampellan katu 21 A7,253000.0,44.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
378,Ranta-Tampella,Ranta-Tampellan katu 21 A20,270000.0,52.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
379,Ranta-Tampella,Ranta-Tampellan katu 21 A16,263000.0,44.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
380,Ranta-Tampella,Ranta-Tampellan katu 21 A1,250000.0,52.5,2021.0,Kerrostalo,True,False,Ranta-Tampellan
381,Vuores,Koukkurannankatu 6,138000.0,37.0,2015.0,Kerrostalo,False,False,Koukkurannankatu
382,Kaukajärvi,Saarenvainionkatu 11 D,86000.0,43.0,1970.0,Kerrostalo,False,False,Saarenvainionkatu
383,Linnainmaa,Piettasenkatu 42 A,135000.0,47.0,1995.0,Kerrostalo,False,False,Piettasenkatu
384,Lielahti,Teivaalantie 5 a A 50,220400.0,51.5,2020.0,Kerrostalo,True,False,Teivaalantie
385,Lappi,Käpytie 8 B,182000.0,54.5,2007.0,Kerrostalo,False,False,Käpytie
386,Hämeenpuisto,Hämeenpuisto 11,360000.0,89.0,1981.0,Kerrostalo,True,False,Hämeenpuisto
387,Tammela,Tammelan puistokatu 31 B 176,248000.0,33.5,2022.0,Kerrostalo,False,False,Tammelan
388,Tammela,Tammelan puistokatu 31 B 168,243000.0,33.5,2022.0,Kerrostalo,False,False,Tammelan
389,Tammela,Tammelan puistokatu 31 B 169,267000.0,41.5,2022.0,Kerrostalo,False,False,Tammelan
390,Tammela,Tammelan puistokatu 31 B 144,229000.0,33.0,2022.0,Kerrostalo,False,False,Tammelan
391,Tammela,Tammelan puistokatu 31 B 177,272000.0,41.5,2022.0,Kerrostalo,False,False,Tammelan
392,Tammela,Tammelan puistokatu 31 B 162,366000.0,58.5,2022.0,Kerrostalo,False,False,Tammelan
393,Tammela,Tammelan puistokatu 31 B 132,226000.0,33.0,2022.0,Kerrostalo,False,False,Tammelan
394,Tammela,Tammelan puistokatu 31 B 165,238000.0,34.0,2022.0,Kerrostalo,False,False,Tammelan
395,Tammela,Tammelan puistokatu 31 B 157,239000.0,33.5,2022.0,Kerrostalo,False,False,Tammelan
396,Tammela,Tammelan puistokatu 31 B 145,236000.0,33.5,2022.0,Kerrostalo,False,False,Tammelan
397,Tammela,Tammelan puistokatu 31 B 110,260000.0,40.5,2022.0,Kerrostalo,False,False,Tammelan
398,Tammela,Tammelan puistokatu 31 B 128,458000.0,66.5,2022.0,Kerrostalo,False,False,Tammelan
399,Tammela,Tammelan puistokatu 31 B 116,439000.0,66.5,2022.0,Kerrostalo,False,False,Tammelan
400,Tammela,Tammelan puistokatu 31 B 107,419000.0,66.5,2022.0,Kerrostalo,False,False,Tammelan
401,Tammela,Tammelan puistokatu 31 B 150,360000.0,58.5,2022.0,Kerrostalo,False,False,Tammelan
402,Tammela,Tammelan puistokatu 31 B 126,349000.0,58.5,2022.0,Kerrostalo,False,False,Tammelan
403,Tammela,Tammelan puistokatu 31 B 114,345000.0,58.5,2022.0,Kerrostalo,False,False,Tammelan
404,Tammela,Tammelan puistokatu 31 B 105,334000.0,58.5,2022.0,Kerrostalo,False,False,Tammelan
405,Keskusta,Itsenäisyydenkatu 3,319000.0,55.5,2018.0,Kerrostalo,False,False,Itsenäisyydenkatu
406,Hervanta,Fysiikanpolku 4 B,99000.0,59.0,1980.0,Kerrostalo,False,False,Fysiikanpolku
407,Vuores,Tervaskatu 4B B49,188900.0,40.5,2021.0,Kerrostalo,True,False,Tervaskatu
408,Vuores,Tervaskatu 4B B49,149900.0,35.5,2021.0,Kerrostalo,False,False,Tervaskatu
409,Tammela,Kullervonkatu 23,262000.0,52.5,2006.0,Kerrostalo,True,False,Kullervonkatu
410,Annala,Kallioportinkatu 3,97000.0,41.0,1988.0,Kerrostalo,False,False,Kallioportinkatu
411,Kaukajärvi,Suopursunkatu 10,145000.0,49.0,2011.0,Luhtitalo,False,False,Suopursunkatu
412,Hyhky,Pispalan valtatie 56,129000.0,50.5,1960.0,Kerrostalo,False,False,Pispalan
413,Keskusta,Satamakatu 18,225000.0,54.0,1967.0,Kerrostalo,False,False,Satamakatu
414,Hyhky,Pispalan valtatie 56,129000.0,50.5,1960.0,Luhtitalo,False,False,Pispalan
415,Hervanta,Tietoraitti 8,167000.0,40.5,2018.0,Kerrostalo,False,False,Tietoraitti
416,Hakametsä,Harankatu 13 B36,207900.0,55.5,2014.0,Kerrostalo,True,False,Harankatu
417,Keskusta,Näsilinnankatu 15 C,209000.0,53.0,1962.0,Kerrostalo,False,False,Näsilinnankatu
418,Halkoniemi,Männistönkatu 3 B,179900.0,45.0,2019.0,Kerrostalo,False,False,Männistönkatu
419,Keskusta,Kansikatu 1 B93,421950.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
420,Keskusta,Kansikatu 1 B114,477120.0,64.0,2022.0,Kerrostalo,False,False,Kansikatu
421,Ranta-Tampella,Ranta-Tampellan katu 5,229000.0,36.0,2018.0,Kerrostalo,False,False,Ranta-Tampellan
422,Kaukajärvi,Saarenvainionkatu 15 D,103000.0,55.5,1972.0,Kerrostalo,False,False,Saarenvainionkatu
423,Niemenranta,Federleynkatu 8 A 23,176300.0,43.0,2020.0,Kerrostalo,False,False,Federleynkatu
424,Tammela,Pohjolankatu 32 B,177000.0,60.0,1990.0,Kerrostalo,False,False,Pohjolankatu
425,Peltolammi,Ketunleivänkatu 4,113000.0,53.0,1991.0,Kerrostalo,False,False,Ketunleivänkatu
426,Keskusta,Kansikatu 8 A 36,205260.0,44.0,2020.0,Kerrostalo,False,False,Kansikatu
427,Keskusta,Kansikatu 8 A 46,202460.0,43.5,2020.0,Kerrostalo,False,False,Kansikatu
428,Kaukajärvi,Hikivuorenkatu 21,119000.0,45.0,1993.0,Kerrostalo,True,False,Hikivuorenkatu
429,Nekala,Muotialantie 11,217000.0,69.0,1947.0,Omakotitalo,False,False,Muotialantie
430,Linnainmaa,Piettasenkatu 42,134000.0,63.0,1995.0,Kerrostalo,True,False,Piettasenkatu
431,Multisilta,Multiojankatu 32 H,69000.0,54.0,1976.0,Kerrostalo,False,False,Multiojankatu
432,Peltolammi,Pähkinämäenkatu 6,78000.0,48.5,1969.0,Kerrostalo,False,False,Pähkinämäenkatu
433,Takahuhti,Irjalankatu 54,105000.0,56.0,1982.0,Kerrostalo,False,False,Irjalankatu
434,Annala,Hikivuorenkatu 14,76000.0,57.5,1978.0,Kerrostalo,False,False,Hikivuorenkatu
435,Lentävänniemi,Lielahdenkatu 33,111789.0,57.0,1973.0,Kerrostalo,False,False,Lielahdenkatu
436,Ranta-Tampella,Koelaitoksenkatu 2,219000.0,37.5,2018.0,Kerrostalo,False,False,Koelaitoksenkatu
437,Niemenranta,Raamikatu 19 A 43,186200.0,36.0,2021.0,Kerrostalo,False,False,Raamikatu
438,Niemenranta,Raamikatu 19 A 42,217800.0,52.0,2021.0,Kerrostalo,True,False,Raamikatu
439,Niemenranta,Raamikatu 19 A 41,199200.0,44.5,2021.0,Kerrostalo,False,False,Raamikatu
440,Niemenranta,Raamikatu 19 A 36,208800.0,52.0,2021.0,Kerrostalo,True,False,Raamikatu
441,Niemenranta,Raamikatu 19 A 37,178500.0,36.0,2021.0,Kerrostalo,False,False,Raamikatu
442,Niemenranta,Raamikatu 19 A 35,192800.0,44.5,2021.0,Kerrostalo,False,False,Raamikatu
443,Niemenranta,Raamikatu 19 A 31,170400.0,36.0,2021.0,Kerrostalo,False,False,Raamikatu
444,Niemenranta,Raamikatu 19 A 29,187800.0,44.5,2021.0,Kerrostalo,False,False,Raamikatu
445,Niemenranta,Raamikatu 19 A 30,199300.0,52.0,2021.0,Kerrostalo,True,False,Raamikatu
446,Niemenranta,Raamikatu 19 A 23,182800.0,44.5,2021.0,Kerrostalo,False,False,Raamikatu
447,Niemenranta,Raamikatu 19 A 25,165800.0,36.0,2021.0,Kerrostalo,False,False,Raamikatu
448,Niemenranta,Raamikatu 19 A 24,194000.0,52.0,2021.0,Kerrostalo,True,False,Raamikatu
449,Niemenranta,Raamikatu 19 A 19,161300.0,36.0,2021.0,Kerrostalo,False,False,Raamikatu
450,Niemenranta,Raamikatu 19 A 17,177700.0,44.5,2021.0,Kerrostalo,False,False,Raamikatu
451,Niemenranta,Raamikatu 19 A 18,188600.0,52.0,2021.0,Kerrostalo,True,False,Raamikatu
452,Niemenranta,Raamikatu 19 A 13,152000.0,36.0,2021.0,Kerrostalo,False,False,Raamikatu
453,Niemenranta,Raamikatu 19 A 12,177800.0,52.0,2021.0,Kerrostalo,True,False,Raamikatu
454,Niemenranta,Raamikatu 19 A 11,172700.0,44.5,2021.0,Kerrostalo,False,False,Raamikatu
455,Niemenranta,Raamikatu 19 A 7,147600.0,36.0,2021.0,Kerrostalo,False,False,Raamikatu
456,Niemenranta,Raamikatu 19 A 6,172600.0,52.0,2021.0,Kerrostalo,True,False,Raamikatu
457,Niemenranta,Raamikatu 19 A 5,167700.0,44.5,2021.0,Kerrostalo,False,False,Raamikatu
458,Niemenranta,Raamikatu 19 A 1,162500.0,37.0,2021.0,Kerrostalo,True,False,Raamikatu
459,Niemenranta,Raamikatu 19 A 2,215100.0,52.5,2021.0,Kerrostalo,True,False,Raamikatu
460,Pyynikki,Pyynikintie 3,145000.0,42.5,1920.0,Kerrostalo,False,False,Pyynikintie
461,Koivistonkylä,Sulkavuorenkatu 14,189000.0,45.0,,Omakotitalo,False,False,Sulkavuorenkatu
462,Keskusta,Hämeenkatu 3 C 34 d,319332.0,51.5,2020.0,Kerrostalo,False,False,Hämeenkatu
463,Ranta-Tampella,Koelaitoksenkatu 4 A 67,251800.0,36.0,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
464,Niemenranta,Federleynkatu 8 A 17,166500.0,40.5,2020.0,Kerrostalo,False,False,Federleynkatu
465,Ruotula,Toukomaankuja 5,155000.0,59.5,1989.0,Kerrostalo,False,False,Toukomaankuja
466,Amuri,Sotkankatu 16 C ,218000.0,59.2,1953.0,Kerrostalo,False,True,Sotkankatu
467,Multisilta,Multisillankatu 9 G,71000.0,56.0,1978.0,Kerrostalo,False,False,Multisillankatu
468,Härmälänranta,Niilo Härmälän katu 13 A 55,279600.0,62.5,2021.0,Kerrostalo,True,False,Niilo
469,Lielahti,Teivaalantie 5 a A 11,157200.0,35.5,2020.0,Kerrostalo,False,False,Teivaalantie
470,Tammela,Pohjankulma 4,224000.0,57.5,1980.0,Kerrostalo,False,False,Pohjankulma
471,Tesoma,Tesomankuja 1,124800.0,30.5,2018.0,Kerrostalo,False,True,Tesomankuja
472,Keskusta,Näsilinnankatu 21,279000.0,50.0,2018.0,Kerrostalo,True,False,Näsilinnankatu
473,Tesoma,Tesomankuja 1,139900.0,38.0,2018.0,Kerrostalo,False,False,Tesomankuja
474,Messukylä,Messukylänkatu 30 A23,335000.0,69.5,2020.0,Kerrostalo,True,True,Messukylänkatu
475,Lentävänniemi,Lielahdenkatu 39,119000.0,57.5,1977.0,Kerrostalo,False,False,Lielahdenkatu
476,Ranta-Tampella,Ranta-Tampellan katu 15,195000.0,36.5,2019.0,Kerrostalo,False,False,Ranta-Tampellan
477,Tammela,Pinninkatu 14,209000.0,55.5,1967.0,Kerrostalo,False,False,Pinninkatu
478,Keskusta,Kansikatu 8 B 202,328290.0,53.5,2020.0,Kerrostalo,True,False,Kansikatu
479,Ranta-Tampella,Tampellan esplanadi 19 A 12,262760.0,36.0,2020.0,Kerrostalo,False,False,Tampellan
480,Ranta-Tampella,Tampellan esplanadi 19 A 48,323840.0,44.0,2020.0,Kerrostalo,False,False,Tampellan
481,Messukylä,Messukylänkatu 30 A31,344000.0,69.5,2020.0,Kerrostalo,True,True,Messukylänkatu
482,Keskusta,Hämeenkatu 3 C 34 g,332748.0,51.0,2020.0,Kerrostalo,False,True,Hämeenkatu
483,Hakametsä,Harankatu 9,213000.0,55.5,2017.0,Kerrostalo,False,False,Harankatu
484,Härmälänranta,Niilo Härmälän katu 13 A 38,219600.0,52.5,2021.0,Kerrostalo,True,False,Niilo
